regime,target,month,log_M_median,log_M_p10,log_M_p90,log_E_median
relation_break,level,49,171.534760,162.698840,172.655504,6.908480
relation_break,level,50,177.913334,169.605810,179.526375,6.907698
relation_break,level,51,184.762404,176.514545,186.435098,6.908726
relation_break,level,52,191.515625,183.420855,192.523474,6.906780
relation_break,level,53,198.415276,190.329609,199.432228,6.908752
relation_break,level,54,205.284868,197.198853,206.340872,6.907900
relation_break,level,55,212.183317,204.101791,213.065875,6.901728
relation_break,level,56,218.948349,211.008053,219.971851,6.907026
relation_break,level,57,225.814221,217.915642,226.874103,6.908405
relation_break,level,58,232.378418,224.824336,233.782627,6.908492
relation_break,level,59,239.103196,231.718857,240.691047,6.906753
relation_break,level,60,246.011840,238.335716,247.598995,6.908321
relation_break,level,61,252.920585,244.999870,254.507631,6.908666
relation_break,level,62,259.820588,249.341167,261.416384,6.908213
relation_break,level,63,266.575831,254.112108,268.324777,6.902132
relation_break,level,64,271.317025,261.020091,274.519462,6.902720
relation_break,level,65,278.224982,267.928455,281.410440,6.906284
relation_break,level,66,284.158539,274.070787,287.852984,6.905381
relation_break,level,67,291.067289,280.061747,294.749807,6.908454
relation_break,level,68,297.870270,286.873600,301.648874,6.895054
relation_break,level,69,304.467226,293.761418,308.552304,6.892288
relation_break,level,70,311.351830,300.614964,315.460755,6.907126
relation_break,level,71,317.643692,307.487947,322.365131,6.906584
relation_break,y,25,-0.735007,-3.655076,0.277502,-0.735007
relation_break,y,26,-2.282668,-3.623631,0.393833,-0.554186
relation_break,y,27,-3.286626,-5.439362,1.040581,-1.044503
relation_break,y,28,-6.001349,-9.298130,-1.550635,-1.227112
relation_break,y,29,-5.821935,-9.184953,-2.014304,-0.698693
relation_break,y,30,-6.924956,-12.061464,-4.444040,-1.331005
relation_break,y,31,-8.613983,-12.611555,-5.032529,-0.545944
relation_break,y,32,-9.331801,-15.763589,-4.548326,-0.977838
relation_break,y,33,-11.601467,-16.506169,-6.056141,-1.573296
relation_break,y,34,-11.656745,-17.014077,-6.357403,-0.314768
relation_break,y,35,-13.869971,-17.447594,-6.052058,0.335457
relation_break,y,36,-14.487580,-24.138322,-11.865992,-2.617504
relation_break,y,37,-16.878987,-29.762947,-10.123865,-2.106698
relation_break,y,38,-14.238840,-26.640227,-7.507820,3.118153
relation_break,y,39,-8.484609,-20.135243,-2.765703,5.754231
relation_break,y,40,-2.001419,-15.395109,3.937050,6.625113
relation_break,y,41,2.027474,-9.861785,10.115148,5.545267
relation_break,y,42,7.443211,-2.958874,17.018924,6.652904
relation_break,y,43,14.124505,3.589483,23.289119,6.652423
relation_break,y,44,21.030355,10.494673,30.081570,6.903971
relation_break,y,45,26.333094,17.111319,36.972347,6.876596
relation_break,y,46,33.240492,23.419068,43.288255,6.900402
relation_break,y,47,39.136973,30.166312,43.717102,6.786922
relation_break,y,48,43.512286,36.558177,50.109516,5.550046
relation_break,y,49,47.654386,42.900856,56.254839,6.905606
relation_break,y,50,54.490523,49.541456,63.152013,6.882608
relation_break,y,51,61.151192,56.448350,70.059071,6.907586
relation_break,y,52,66.787228,56.952545,76.967790,6.889201
relation_break,y,53,73.483347,61.928577,83.774272,6.624574
relation_break,y,54,77.910035,68.538192,90.682993,6.892165
relation_break,y,55,83.859892,74.959313,97.095824,6.842766
relation_break,y,56,86.474297,78.017327,103.944366,6.478409
relation_break,y,57,86.889027,79.925289,104.941067,1.669995
relation_break,y,58,87.647159,80.453931,103.604191,0.347957
relation_break,y,59,88.392801,81.304175,104.067504,0.468383
relation_break,y,60,89.352193,77.950177,104.416603,-0.415111
relation_break,y,61,89.748308,77.410532,103.593107,-0.093759
relation_break,y,62,89.114474,77.505775,101.985320,-0.658152
relation_break,y,63,89.790464,76.612679,97.402926,-0.713896
relation_break,y,64,83.775066,75.999952,90.403220,-2.331564
relation_break,y,65,83.353534,75.402892,89.950293,-0.003178
relation_break,y,66,78.586282,70.582508,90.425679,-2.674270
relation_break,y,67,77.731484,70.305794,90.337075,-0.314693
relation_break,y,68,80.209376,70.054327,87.950404,-0.084920
relation_break,y,69,79.808534,71.002867,87.364637,-0.015104
relation_break,y,70,77.117585,70.461283,86.697298,-0.544048
relation_break,y,71,78.069647,68.463145,84.492318,-2.051764
relation_break,self,25,4.342847,-0.443601,6.672797,4.342847
relation_break,self,26,6.622845,1.777908,8.270411,2.361238
relation_break,self,27,7.755964,4.390620,14.121022,3.629934
relation_break,self,28,11.207519,7.587587,16.708703,2.820388
relation_break,self,29,13.211536,7.828963,20.770662,2.962097
relation_break,self,30,14.145869,9.645960,24.539063,2.483098
relation_break,self,31,16.802090,11.017884,25.329791,1.726700
relation_break,self,32,20.746634,15.263310,27.688384,2.791251
relation_break,self,33,21.585040,15.689152,28.155786,0.863799
relation_break,self,34,25.541647,19.399596,29.916931,1.699782
relation_break,self,35,25.485798,22.470323,34.256451,2.143775
relation_break,self,36,15.590928,10.431977,24.530660,-9.658445
relation_break,self,37,15.637373,5.801429,24.197496,-0.479841
relation_break,self,38,14.585984,3.051028,27.510905,-0.479003
relation_break,self,39,11.612484,-0.055204,28.205620,-2.874221
relation_break,self,40,11.677106,4.095819,27.624429,-0.737958
relation_break,self,41,11.458411,3.480707,24.972917,-1.164988
relation_break,self,42,11.711124,2.878773,20.513658,-0.451106
relation_break,self,43,7.157187,0.379015,20.326748,-0.552086
relation_break,self,44,2.698924,-3.240709,18.426458,-2.262786
relation_break,self,45,5.002084,-2.595337,18.558229,0.612880
relation_break,self,46,4.814632,-7.255286,17.104675,-0.221716
relation_break,self,47,4.296138,-8.903899,17.401885,-0.066798
relation_break,self,48,5.932307,-10.487126,19.965283,0.211742
relation_break,self,49,2.704196,-8.286604,18.208506,-1.714572
relation_break,self,50,1.778510,-8.654860,22.122569,-0.291461
relation_break,self,51,1.454348,-8.098249,24.688550,-0.049599
relation_break,self,52,4.343715,-6.907606,24.134904,1.453114
relation_break,self,53,4.609151,-4.919108,22.782696,1.252818
relation_break,self,54,3.545670,-5.258657,22.721730,-0.225807
relation_break,self,55,2.531913,-7.303997,23.924726,-1.038505
relation_break,self,56,4.619354,-6.027947,23.373173,1.621951
relation_break,self,57,6.888610,-2.582675,25.794594,2.386411
relation_break,self,58,10.455566,-1.379705,27.400645,3.566956
relation_break,self,59,12.351096,0.375601,29.891553,2.266567
relation_break,self,60,13.481706,3.940109,35.898334,3.587717
relation_break,self,61,18.809442,7.213731,42.182317,6.001760
relation_break,self,62,23.365458,11.977255,48.967612,5.576687
relation_break,self,63,27.751439,7.276906,52.820339,3.758463
relation_break,self,64,27.922384,13.551316,49.473092,2.474716
relation_break,self,65,34.127085,13.948668,52.653600,6.267089
relation_break,self,66,36.868272,0.697550,53.813417,1.605881
relation_break,self,67,41.145825,6.910312,57.687632,3.873455
relation_break,self,68,45.510754,13.007670,56.244122,3.998105
relation_break,self,69,47.584555,11.696823,58.426575,2.965436
relation_break,self,70,51.792406,18.293091,61.608740,3.602820
relation_break,self,71,53.437339,24.213128,68.291723,4.242180
dispersion_break,level,25,6.908755,6.908755,6.908755,6.908755
dispersion_break,level,26,13.817510,13.817510,13.817510,6.908755
dispersion_break,level,27,20.726264,20.726264,20.726264,6.908755
dispersion_break,level,28,27.635019,27.635019,27.635019,6.908755
dispersion_break,level,29,34.543774,34.543774,34.543774,6.908755
dispersion_break,level,30,41.452529,41.452529,41.452529,6.908755
dispersion_break,level,31,48.361283,48.361283,48.361283,6.908755
dispersion_break,level,32,55.270038,55.270038,55.270038,6.908755
dispersion_break,level,33,62.178793,62.178793,62.178793,6.908755
dispersion_break,level,34,69.087548,69.087548,69.087548,6.908755
dispersion_break,level,35,75.996303,75.996303,75.996303,6.908755
dispersion_break,level,36,82.905057,18.624312,82.905057,6.908755
dispersion_break,level,37,89.779602,20.528905,89.813812,6.908746
dispersion_break,level,38,70.203382,9.547765,96.660998,6.864986
dispersion_break,level,39,71.687471,-13.661502,103.568500,6.908212
dispersion_break,level,40,78.596226,-6.753805,110.464414,6.908753
dispersion_break,level,41,73.617606,-2.018520,116.527406,6.400330
dispersion_break,level,42,64.710241,4.336589,123.436148,6.908692
dispersion_break,level,43,71.618825,-2.587731,121.878981,6.908513
dispersion_break,level,44,78.509146,3.178003,128.787586,6.899778
dispersion_break,level,45,85.417830,10.086306,135.068896,6.908754
dispersion_break,level,46,92.326585,15.801983,139.193132,6.908755
dispersion_break,level,47,99.193793,22.069970,146.101886,6.908749
dispersion_break,level,48,106.102547,28.978661,151.901618,6.908633
dispersion_break,level,49,112.858527,22.964953,154.281392,6.908370
dispersion_break,level,50,119.767023,29.869699,159.947473,6.907889
dispersion_break,level,51,126.675323,36.763297,166.856227,6.908755
dispersion_break,level,52,133.578069,40.570564,173.659492,6.902695
dispersion_break,level,53,140.314251,47.376780,180.556970,6.908546
dispersion_break,level,54,146.556062,53.397109,187.465725,6.878301
dispersion_break,level,55,153.464004,60.302417,194.371655,6.906912
dispersion_break,level,56,160.138452,67.181691,200.994221,6.762945
dispersion_break,level,57,167.029238,74.090365,207.902976,6.893605
dispersion_break,level,58,173.937733,80.998874,209.007146,6.908359
dispersion_break,level,59,180.845580,87.905766,215.900660,6.906812
dispersion_break,level,60,187.572420,94.331442,217.221840,6.888353
dispersion_break,level,61,194.477502,100.170659,224.130236,6.903946
dispersion_break,level,62,201.367126,107.009389,230.107874,6.892728
dispersion_break,level,63,208.275793,113.239032,236.490674,6.908003
dispersion_break,level,64,214.708731,120.147499,243.399427,6.907614
dispersion_break,level,65,221.605602,126.927356,250.308101,6.908671
dispersion_break,level,66,226.464767,133.816797,257.212816,6.906352
dispersion_break,level,67,231.205854,140.725552,263.358282,6.907192
dispersion_break,level,68,235.962855,147.602914,263.434350,6.907287
dispersion_break,level,69,242.870987,154.434026,270.337557,6.908028
dispersion_break,level,70,249.691446,158.657306,277.104497,6.854487
dispersion_break,level,71,256.362290,165.146381,283.996109,6.898419
dispersion_break,y,25,-0.735007,-3.655076,0.277502,-0.735007
dispersion_break,y,26,-2.282668,-3.623631,0.393833,-0.554186
dispersion_break,y,27,-3.286626,-5.439362,1.040581,-1.044503
dispersion_break,y,28,-6.001349,-9.298130,-1.550635,-1.227112
dispersion_break,y,29,-5.821935,-9.184953,-2.014304,-0.698693
dispersion_break,y,30,-6.924956,-12.061464,-4.444040,-1.331005
dispersion_break,y,31,-8.613983,-12.611555,-5.032529,-0.545944
dispersion_break,y,32,-9.331801,-15.763589,-4.548326,-0.977838
dispersion_break,y,33,-11.601467,-16.506169,-6.056141,-1.573296
dispersion_break,y,34,-11.656745,-17.014077,-6.357403,-0.314768
dispersion_break,y,35,-13.869971,-17.447594,-6.052058,0.335457
dispersion_break,y,36,-17.533498,-29.651874,-12.618463,-4.711797
dispersion_break,y,37,-33.276006,-51.454133,-9.830277,-12.362244
dispersion_break,y,38,-40.740552,-63.902701,-12.892393,-7.260783
dispersion_break,y,39,-44.157865,-71.819265,-9.134328,-4.013772
dispersion_break,y,40,-50.473809,-83.956647,-2.226506,-4.270645
dispersion_break,y,41,-50.861879,-89.179595,-15.270986,-3.590416
dispersion_break,y,42,-59.777623,-98.049542,-24.704623,-4.396657
dispersion_break,y,43,-62.712014,-98.428175,-31.808148,-2.934391
dispersion_break,y,44,-64.255787,-93.562674,-26.213858,2.765103
dispersion_break,y,45,-66.469450,-88.220265,-20.145998,1.879495
dispersion_break,y,46,-65.803415,-81.359512,-17.738763,4.973787
dispersion_break,y,47,-63.947632,-79.984372,-20.329750,1.358613
dispersion_break,y,48,-65.533404,-79.318399,-16.189678,3.216198
dispersion_break,y,49,-58.990895,-79.502212,-10.243599,6.272168
dispersion_break,y,50,-56.646044,-78.784928,-6.633674,2.977999
dispersion_break,y,51,-53.037117,-76.282895,-5.919569,2.734772
dispersion_break,y,52,-49.104989,-82.096464,-8.967710,1.565833
dispersion_break,y,53,-50.362745,-78.064836,-6.101183,0.845250
dispersion_break,y,54,-47.912334,-76.062601,-5.117213,1.634648
dispersion_break,y,55,-44.857610,-74.914181,-0.012370,0.613124
dispersion_break,y,56,-39.955489,-69.838077,-5.321098,3.687489
dispersion_break,y,57,-39.903068,-68.060428,-1.264210,1.503286
dispersion_break,y,58,-39.892420,-66.810254,-1.486159,0.996988
dispersion_break,y,59,-49.376597,-64.079661,-1.497509,0.056030
dispersion_break,y,60,-49.516091,-67.638576,-1.891041,-0.020358
dispersion_break,y,61,-49.793839,-66.933362,-2.204024,0.214771
dispersion_break,y,62,-54.467871,-67.646801,-3.168091,-0.226488
dispersion_break,y,63,-49.269379,-64.330099,-6.604511,-0.997539
dispersion_break,y,64,-54.068565,-66.186779,-6.601013,-1.673672
dispersion_break,y,65,-55.206150,-67.690414,-7.755035,-1.462051
dispersion_break,y,66,-58.405484,-69.915168,-8.702911,-1.536462
dispersion_break,y,67,-58.161579,-71.820003,-7.197495,0.833611
dispersion_break,y,68,-54.926925,-71.192157,-13.816452,0.401989
dispersion_break,y,69,-53.628872,-70.141719,-16.565552,0.578238
dispersion_break,y,70,-53.217065,-70.169189,-20.967371,0.411807
dispersion_break,y,71,-54.542084,-73.573400,-19.881577,-1.325019
dispersion_break,self,25,4.342847,-0.443601,6.672797,4.342847
dispersion_break,self,26,6.622845,1.777908,8.270411,2.361238
dispersion_break,self,27,7.755964,4.390620,14.121022,3.629934
dispersion_break,self,28,11.207519,7.587587,16.708703,2.820388
dispersion_break,self,29,13.211536,7.828963,20.770662,2.962097
dispersion_break,self,30,14.145869,9.645960,24.539063,2.483098
dispersion_break,self,31,16.802090,11.017884,25.329791,1.726700
dispersion_break,self,32,20.746634,15.263310,27.688384,2.791251
dispersion_break,self,33,21.585040,15.689152,28.155786,0.863799
dispersion_break,self,34,25.541647,19.399596,29.916931,1.699782
dispersion_break,self,35,25.485798,22.470323,34.256451,2.143775
dispersion_break,self,36,12.837055,-9.243027,29.447469,-12.028922
dispersion_break,self,37,-6.779995,-18.120845,23.211152,-8.893773
dispersion_break,self,38,-16.093031,-38.256538,14.435549,-12.351583
dispersion_break,self,39,-18.975884,-41.766096,11.845819,-3.754742
dispersion_break,self,40,-20.073468,-49.134943,8.525671,-1.327301
dispersion_break,self,41,-25.851121,-47.924119,7.617997,-5.206964
dispersion_break,self,42,-26.708196,-49.555681,2.526299,-0.228000
dispersion_break,self,43,-26.569659,-46.767818,-6.174732,1.028519
dispersion_break,self,44,-28.377402,-50.144187,-1.685173,0.518262
dispersion_break,self,45,-23.288290,-46.259633,2.180753,4.760086
dispersion_break,self,46,-19.267644,-44.378525,1.842619,3.043556
dispersion_break,self,47,-18.145388,-39.461488,7.017105,3.872211
dispersion_break,self,48,-14.857953,-34.119017,0.156153,2.764630
dispersion_break,self,49,-12.532137,-27.698056,4.411314,5.203467
dispersion_break,self,50,-12.730724,-25.547292,6.967037,2.602907
dispersion_break,self,51,-10.154032,-23.964817,11.681232,2.955549
dispersion_break,self,52,-6.926400,-22.089937,10.643194,1.718086
dispersion_break,self,53,-5.817161,-22.545165,15.885962,0.476226
dispersion_break,self,54,-0.955597,-20.762024,21.141994,3.610877
dispersion_break,self,55,4.393828,-17.647080,23.060110,2.711295
dispersion_break,self,56,8.508694,-19.489447,26.761908,1.640478
dispersion_break,self,57,12.523252,-17.246986,26.491033,4.747058
dispersion_break,self,58,15.384476,-12.046674,32.856402,4.910769
dispersion_break,self,59,17.827309,-5.785041,35.895185,5.708567
dispersion_break,self,60,19.313609,-4.218311,42.706923,4.183753
dispersion_break,self,61,25.571921,2.024452,48.867813,6.241918
dispersion_break,self,62,28.123833,8.769423,55.083067,5.975832
dispersion_break,self,63,32.428911,12.733881,61.987981,6.560184
dispersion_break,self,64,38.246712,19.588672,67.197212,6.144078
dispersion_break,self,65,44.175608,24.922541,73.929766,6.482636
dispersion_break,self,66,49.533768,26.987279,80.818254,5.038356
dispersion_break,self,67,50.613826,28.934290,87.726476,4.039879
dispersion_break,self,68,56.496369,26.784994,94.329285,4.976202
dispersion_break,self,69,60.213481,33.652188,101.225232,6.772362
dispersion_break,self,70,65.426462,36.093190,104.403063,3.327676
dispersion_break,self,71,67.056079,38.869606,111.150091,4.999637
random_walk,level,25,3.366983,-2.301651,6.903676,3.366983
random_walk,level,26,7.658801,-3.059780,13.615263,5.663072
random_walk,level,27,11.021831,-6.632057,20.458293,3.217461
random_walk,level,28,15.391946,-9.821239,27.311967,4.449073
random_walk,level,29,19.824584,-9.015343,34.220153,2.629108
random_walk,level,30,26.213937,-5.044020,39.873518,5.371008
random_walk,level,31,30.769780,-4.592403,46.175753,2.647634
random_walk,level,32,34.355298,-9.157750,50.753924,3.160501
random_walk,level,33,36.375211,-7.120345,50.744510,3.747105
random_walk,level,34,37.520778,-6.649255,55.091465,2.346141
random_walk,level,35,36.241390,-4.986122,61.782954,1.596042
random_walk,level,36,36.820224,-0.621472,68.085655,0.980532
random_walk,level,37,40.415209,2.717050,74.980616,3.110892
random_walk,level,38,44.045833,0.239690,81.730797,4.231493
random_walk,level,39,49.123157,2.302869,86.584006,3.935648
random_walk,level,40,55.030641,6.183748,92.746184,5.952925
random_walk,level,41,59.091847,9.533670,99.536259,5.753859
random_walk,level,42,63.813180,10.838962,106.057916,5.364891
random_walk,level,43,67.201759,10.314639,106.980297,4.756671
random_walk,level,44,72.842718,10.891506,103.857179,4.754233
random_walk,level,45,75.864852,12.699383,105.433428,3.490586
random_walk,level,46,79.255216,13.560162,109.718332,1.326316
random_walk,level,47,81.306550,16.073052,110.095829,1.625180
random_walk,level,48,83.506632,16.375514,112.434171,1.644461
random_walk,level,49,86.430297,19.507353,113.208816,1.444808
