y_cov,rtg,date,n,rho_level_y,rho_level_self,rho_resy_y,rho_resy_self,rho_resself_y,rho_resself_self,slope_y,log_slope_y,slope_self,log_slope_self
duration,AAA,200503,35,0.86218487394958,0.9711484593837536,-0.9428571428571428,-0.7056022408963587,0.0008403361344537815,-0.036414565826330535,0.38770092091564323,0.08987495203295441,1.002463923948082,-0.21466733538708435
duration,AAA,200504,38,0.5848426891387422,0.7062493201978514,-0.9498851077798446,-0.7350221600978193,-0.5896706423022212,-0.6308475142122865,0.391404270350757,0.08956200424744787,0.9930490468430797,-0.24121433331037903
duration,AAA,200505,38,0.707626654995076,0.9408481658917974,-0.95010395010395,-0.5568262728925748,-0.3762993762993763,-0.3558960376270938,0.39411289163297414,0.1017426859567182,0.9967428245831538,-0.25217561984893827
duration,AAA,200506,38,0.7154738497645298,0.8972422903363995,-0.9776780829412409,-0.5953605427289638,-0.21829521829521828,-0.2931392931392931,0.39522465437393767,0.12461167409026884,0.9973439005679239,-0.15935190659193857
duration,AAA,200507,43,0.751038286517862,0.8647485274127774,-0.9729688915735427,-0.5680737009324227,0.034430685593476285,-0.09733444111416895,0.3932447359380382,0.095138072368389,0.9763404513563607,-0.1783372900548331
duration,AAA,200508,43,0.6836561336846567,0.9409854641406266,-0.9562065841135609,-0.5678471661586892,-0.17003926306251885,0.017820735533703544,0.3842714605331512,0.08832640888276595,0.9513636941389498,-0.17330825390109875
duration,AAA,200509,43,0.8439930553398495,0.7649612993936721,-0.9879190576864996,-0.6244572813753161,0.009513742071881607,-0.3875863633977627,0.3789274932943641,0.09955982613420299,0.965242560749977,-0.13683455448877058
duration,AAA,200510,43,0.7768045907580792,0.9132371845110623,-0.9658713379643612,-0.7475647533206148,0.14935064935064937,0.14400060450327398,0.34840246159189564,0.032440238618349576,0.9016767662081303,-0.13627737583042873
duration,AAA,200511,45,0.7992358118898211,0.9419941373403026,-0.9673254281949933,-0.6553359683794465,-0.1401844532279315,-0.14334650856389985,0.33717400586773855,0.02312045360023652,0.8923963609590115,-0.1626452772870404
duration,AAA,200512,45,0.5168176647281272,0.6910456671980535,-0.9841897233201581,-0.7399453213935435,-0.567588932806324,-0.5628643897779947,0.334963996380996,0.019607491385395796,0.9008993643020812,-0.18768447534897328
duration,AAA,200601,46,0.5896139150229583,0.6466397338231307,-0.9775516497070613,-0.44070933446093,0.25044711686709836,-0.08789514368185099,0.3313000064228977,0.02294209275924507,0.9023353295191551,-0.10148280774512533
duration,AAA,200602,48,0.3210922050033752,0.6949051351722332,-0.9584237950499348,-0.49584758255752576,-0.5652409900130265,-0.4051457423327173,0.3207879258407576,0.04202399167751191,0.8909459613669861,-0.1005434290018932
duration,AAA,200603,46,0.7110302510395904,0.6497656106685542,-0.9209374036386062,-0.27158057377627365,0.6572309589885907,0.15568234572139786,0.30776897664189795,0.035787607613884324,0.8796675156217962,-0.10448165688739507
duration,AAA,200604,46,0.8580326857847672,0.7258934907395245,-0.9565834104224484,-0.635357242276855,0.6051803885291396,0.16374232947437875,0.3150501556290527,0.10443475087709345,0.947706559575537,-0.2290412301233996
duration,AAA,200605,47,0.7923099174851547,0.7469210767038772,-0.9373265494912119,-0.8112858464384829,-0.11933395004625348,-0.2895467160037003,0.3031980911968778,0.11656475735200802,0.9413800760079744,-0.0905170592858769
duration,AAA,200606,47,0.6398381045676657,0.7119232103619753,-0.9626503237742831,-0.7244290269409257,-0.2854995374653099,-0.3797629378999121,0.2844640441213911,0.09829236570635497,0.9284460964278844,-0.004622724779842529
duration,AAA,200607,48,0.5084405370351772,0.5838671154054933,-0.9529960920538428,-0.5399229232293058,-0.15447242726877985,-0.33089073489553117,0.26633749770969145,0.11234903153431147,0.9300625031043693,0.023467886585411792
duration,AAA,200608,48,0.2840082526779718,0.5767330772300217,-0.9550586191923578,-0.3669869190663855,-0.3655015197568389,-0.4605113180534262,0.24378596716173032,0.06227214469809364,0.9117144279918041,0.20999319880997314
duration,AAA,200609,48,-0.025618758141554492,0.7494843166522852,-0.9331306990881458,-0.10009770985056957,-0.24652627008250105,0.17055694379093794,0.2180466373943678,0.038182868647305565,0.8922667287943443,0.14891992271615595
duration,AAA,200610,48,0.1184899720902072,0.6665400170718022,-0.9354103343465046,0.1585974815458098,0.1562092922275293,-0.4414893617021276,0.1974347792984496,0.05564701349661005,0.9002899396317868,0.050199694207462085
duration,AAA,200611,49,-0.08245108296261891,0.6616664115516097,-0.892142857142857,0.00765325646311438,-0.29459183673469386,0.2640883696872002,0.15353029079044953,0.023959712988348147,0.7844398116640079,-0.21814597772562092
duration,AAA,200612,50,-0.05258103241296518,0.6462099932233141,-0.9369987995198078,0.19361809412769582,-0.006002400960384154,-0.06948546185584717,0.13173841224025673,-0.002003939488594312,0.7509479155034775,-0.181718133741323
duration,AAA,200701,49,0.3579865816541711,0.4584534544131595,-0.9107142857142857,0.1277551020408163,0.3571428571428571,-0.1357142857142857,0.11168648082121899,-0.052067660779256286,0.7104327414351421,-0.010061350036003284
duration,AAA,200702,48,-0.07984367794076719,0.44278580023981406,-0.8239253148067738,-0.21810286406941548,-0.2037559704732957,0.20219839936748948,0.09728522977677834,-0.07737102666156058,0.6674160408388261,0.20492600677286285
duration,AAA,200703,48,0.13933669889711753,0.7257972590541276,-0.6958315240990013,0.39563600850459013,0.29993486756404686,0.20191603123022026,0.08650000320308354,-0.10554616217936677,0.6557811090200486,0.3643499137585902
duration,AAA,200704,49,0.07398336659459293,0.7747984488213082,-0.7435714285714285,0.2840961277232369,-0.06510204081632652,0.2728710652054366,0.07794970804897619,-0.05480906742116293,0.5841620267277763,0.3273671243849437
duration,AAA,200705,50,0.4936611607689771,0.5804158862795948,-0.6899879951980793,0.24418939713134713,0.5430492196878751,-0.13777372278659486,0.09049486869199892,-0.07658474718152808,0.7952424826053724,0.31468650831723627
duration,AAA,200706,49,0.6063419987176752,0.5847896524596173,-0.10846938775510204,0.2541456200052879,0.5515306122448979,0.3455278335024713,0.08622559351977832,-0.05240181157023398,0.8014731985199602,0.30002779069618746
duration,AAA,200707,50,0.5603688464655437,0.7474485561645896,-0.1404561824729892,0.3062738602049712,0.017046818727490996,-0.00854762419512149,0.07897369450352759,-0.04176345692858224,0.7650904587855265,0.3644163790148941
duration,AAA,200708,50,0.2742923000142357,0.8164157300161832,-0.268859543817527,0.4807895545051902,-0.2510924369747899,0.24253193989124067,0.07134632034290891,0.017184499443850476,0.7694257845508092,0.10893590597600183
duration,AAA,200709,53,0.45444283180132233,0.873344487850558,0.15610385421706177,0.8427036508656802,0.5012094823415578,0.5372225695046019,0.05617718430695039,0.06694734026039569,0.7090997522153469,0.4908803772986215
duration,AAA,200710,54,0.757552078507672,0.7302978903154115,0.5077568134171907,0.7248713550600342,0.5694301505622259,0.11431294072803506,0.05176098109412997,0.06575551399155423,0.7439242977611139,0.30865071548622935
duration,AAA,200711,56,0.5015806832701452,0.7094569192385248,0.28113465481886535,0.5593397017170344,0.24688995215311008,0.4367470394868619,0.050649989793075674,0.07187508647326621,0.6702703259099537,0.7789849439086654
duration,AAA,200712,55,0.6750843270276977,0.6617121829791839,0.5505050505050505,0.6525009470929283,0.5310966810966812,0.3518461733287627,0.0508167967728939,0.07756165329013996,0.6614035187330272,1.4952693366432457
duration,AAA,200801,54,0.8853777547028521,0.8341243068585786,0.8568324757004001,0.8079818560997848,0.7536115875738516,0.6898168443571169,0.05309100559698851,0.09592023235687143,0.7282963792535025,1.3381997672220367
duration,AAA,200802,55,0.9054078435849743,0.9271953243379755,0.8603896103896106,0.8986976447999879,0.633982683982684,0.6480753278144988,0.05346569680510233,0.10222857608956037,0.6852884095171471,1.7371601634796556
duration,AAA,200803,56,0.8806712351120946,0.9641984382015246,0.8531784005468216,0.9562527774818406,0.742857142857143,0.7901842172836825,0.05910446236684633,0.056030492632656324,0.6851932284557793,1.8238190301811912
duration,AAA,200804,55,0.903010516209603,0.9668819221472634,0.8805916305916308,0.9566189867895826,0.5500721500721503,0.4951027255986813,0.050492679340404134,0.05931763278082357,0.704185675610156,1.5896205639522285
duration,AAA,200805,55,0.9509379509379511,0.9582063170086398,0.9318903318903321,0.9550677322573221,0.7616161616161617,0.6753007811484782,0.04044601742554377,0.018276742224876158,0.6692132801147107,1.9036271887967753
duration,AAA,200806,56,0.9225379792525912,0.9723503879148296,0.9089542036910458,0.9657034468847929,0.6128503075871496,0.6658350280368607,0.028892465802073244,-0.0009814749371861134,0.6630332975945725,1.7275201950663186
duration,AAA,200807,56,0.8034313642896274,0.8450733107761714,0.7982911825017089,0.8440335618724111,0.7303485987696514,0.7151181668536739,0.01870379167448621,-0.013512194605601931,0.6064763748432627,1.6934358106907244
duration,AAA,200808,57,0.9036816178376977,0.9193822820477565,0.8892273787918071,0.908006676400592,0.46953590873736073,0.4649090114204409,0.014466610256057617,-0.02965231755400146,0.6429922348709073,1.5521160069304465
duration,AAA,200809,57,0.343309944787503,0.5078835216430624,0.3456702100077781,0.5148431423386052,-0.25563909774436094,-0.1271065595022038,0.00524461688342495,-0.02386023375464635,0.6725108751806211,1.151759462312054
duration,AAA,200810,55,0.6646464646464647,0.7482458198515192,0.6551948051948053,0.753873626991813,0.740692640692641,0.4135716734380124,0.008776053284201755,-0.030054040002240018,0.6550058449053987,1.7718536947876935
duration,AAA,200811,55,0.6076479076479078,0.9219336219336222,0.5886724386724388,0.915800865800866,-0.044011544011544015,0.05007215007215008,0.008453093193598521,-0.03107363125451246,0.6615113002026202,1.474303345180758
duration,AAA,200812,55,0.7999278499278502,0.8689033189033191,0.7889610389610391,0.8746753246753248,0.7193362193362195,0.4134920634920636,0.01433906178779107,-0.008302990940811125,0.6441334032623506,1.7001877623502484
duration,AAA,200901,58,0.807973299386523,0.9651629574945384,0.7985173336614477,0.9576117382878588,0.6261958226952536,0.7016826109692701,0.013680943640570507,-0.03310878775367789,0.7284161366332813,1.283404168102719
duration,AAA,200902,56,0.6643198906356802,0.9586288215483988,0.6533834586466165,0.9545275894693297,0.3423103212576897,0.7052410329299159,0.021314127043970142,-0.009644341339834826,0.5529935575294636,1.4396484919626196
duration,AAA,200903,17,0.627450980392157,0.9803921568627453,0.6225490196078433,0.9779411764705883,0.6127450980392157,0.4534313725490197,0.03567136226838796,-0.025769232015271332,0.6005884004923479,1.0248480387389962
duration,AAA,200904,20,0.8360902255639097,0.9503759398496241,0.8436090225563909,0.9473684210526315,0.7819548872180451,0.6300751879699248,0.04460355378634745,-0.0743188857738824,0.7023849268356566,0.7422443866432124
duration,AAA,200905,19,0.9684210526315788,0.9122807017543859,0.9596491228070174,0.9210526315789472,0.8245614035087718,0.6087719298245614,0.06035952604310308,-0.038824156639156365,0.6558110091094859,1.0060405619769357
duration,AAA,200906,19,0.9649122807017543,0.9982456140350877,0.9491228070175438,0.9842105263157893,0.7280701754385965,0.7771929824561404,0.07183493285616535,-0.08980535216792494,0.7291232438289427,0.6135049908186598
duration,AAA,200907,22,0.9559570863918693,0.9932241671372107,0.935629587803501,0.9875776397515529,0.8226990400903446,0.8599661208356861,0.08618061661583869,-0.08029742739188997,0.7368268774202162,0.724396528095606
duration,AAA,200908,22,0.9593450028232637,0.9649915302089217,0.9220779220779223,0.9548277809147376,0.05251270468661773,-0.05590062111801244,0.11582817942882531,-0.046446041766768364,1.0065308981730268,0.405497100688632
duration,AAA,200909,22,0.9774138904573689,0.9830604178430267,0.9119141727837381,0.9311123658949747,-0.36420101637492946,-0.45567476002258617,0.15268221861313278,0.004608486400859028,1.077499297607905,-0.030955574048654975
duration,AAA,200910,17,0.9877450980392157,0.9926470588235295,0.8480392156862745,0.8504901960784315,0.502450980392157,0.40441176470588236,0.187562546546813,0.025828793883042746,1.0198518086910424,0.06439938789081003
duration,AAA,200911,18,0.9690402476780186,0.9917440660474718,0.8740970072239421,0.8988648090815273,0.17853457172342618,0.2693498452012384,0.2108052168795255,0.026629930065669327,1.0108165745201456,0.04741080989578809
duration,AAA,200912,18,0.9525283797729618,0.9855521155830752,0.6924664602683178,0.7440660474716203,-0.4943240454076367,-0.5067079463364293,0.23741455969359795,0.0076925869218837616,1.0299006304080423,0.07214480229835984
duration,AAA,201001,17,0.9632352941176472,0.9803921568627453,0.6960784313725491,0.7500000000000001,0.1985294117647059,0.08088235294117649,0.26191397246873654,0.027207636934281288,1.0254955695006083,-0.022970259716630997
duration,AAA,201002,9,0.9500000000000001,1.0,0.43333333333333335,0.48333333333333334,-0.2333333333333333,-0.31666666666666665,0.26635162710804966,0.012552676502017666,0.9841099809548858,-0.16466197042506397
duration,AAA,201003,9,0.9333333333333332,0.9833333333333333,0.31666666666666665,0.39999999999999997,0.75,0.75,0.26343727429781616,0.007754958704470893,0.9366043937792573,-0.3259080380244812
duration,AAA,201004,9,0.9500000000000001,0.9833333333333333,0.41666666666666663,0.5,0.8666666666666667,0.9,0.24144572231348918,-0.003201975717264476,0.8762134669658802,-0.2823702861617154
duration,AAA,201005,9,0.9333333333333332,0.9833333333333333,0.43333333333333335,0.48333333333333334,0.7,0.75,0.24583228340832383,0.01097822633904275,0.8671783582168989,-0.11013373268178281
duration,AAA,201006,9,0.9333333333333332,0.9666666666666667,0.43333333333333335,0.5,0.9333333333333332,0.8666666666666667,0.23419349773580503,-0.005841972785129709,0.7935703043385849,-0.02138618190838644
duration,AAA,201007,9,0.9833333333333333,0.9500000000000001,0.43333333333333335,0.5166666666666667,0.9166666666666666,0.8833333333333333,0.23294252977457378,0.0006087839282174788,0.7945745210196161,0.005192187344560521
duration,AAA,201008,9,0.9666666666666667,0.9833333333333333,0.43333333333333335,0.4666666666666666,0.7,0.7333333333333334,0.24634648045516597,0.03787736274552137,0.8498633811684008,-0.02769475534117091
duration,AAA,201009,10,0.9272727272727272,0.9757575757575757,0.23636363636363633,0.38181818181818183,0.8424242424242423,0.8303030303030302,0.2571141665041407,0.0488785352122181,0.8966839361316172,-0.06982679206808792
duration,AAA,201010,10,0.9515151515151514,0.9757575757575757,0.38181818181818183,0.4545454545454545,0.9151515151515152,0.8424242424242423,0.2750852562197362,0.0635152328026638,0.9137409790989296,-0.09308440250287418
duration,AAA,201011,11,0.8363636363636365,0.9,0.13636363636363638,0.2545454545454546,0.5818181818181819,0.6000000000000001,0.277492177360369,0.054507855503756725,0.9285217976487538,-0.16833776358355276
duration,AAA,201012,11,0.9727272727272729,0.881818181818182,0.009090909090909092,0.14545454545454548,0.14545454545454548,-0.05454545454545456,0.29687115656496976,0.06083709093475471,1.0080140992795112,-0.23646005221588115
duration,AAA,201101,11,0.990909090909091,0.9727272727272729,0.19090909090909092,0.27272727272727276,0.6363636363636364,0.4909090909090909,0.3046865843469196,0.0636010027922699,1.0096563919835464,-0.16916613368073205
duration,AAA,201102,11,0.9454545454545454,0.9454545454545454,0.2545454545454546,0.2545454545454546,-0.7727272727272727,-0.7727272727272727,0.28935831330492917,0.048063364565731646,0.9632556974097007,-0.21390698554527887
duration,AAA,201103,12,0.8951048951048951,0.9580419580419581,0.2027972027972028,0.3426573426573427,0.6363636363636365,0.6643356643356644,0.2747681036230431,0.016101308637870234,0.9323364822448036,-0.0993531399662265
duration,AAA,201104,12,0.9020979020979022,0.9720279720279721,0.14685314685314685,0.3216783216783217,0.6503496503496504,0.5804195804195805,0.28602924772783694,0.017087994094268668,0.9713891779156688,-0.06886043037313475
duration,AAA,201105,12,0.8601398601398602,0.9510489510489512,0.2027972027972028,0.3356643356643357,0.7552447552447553,0.8041958041958043,0.2875304623029694,0.01757801192003886,0.9921447609379378,-0.08181090104323334
duration,AAA,201106,12,0.7972027972027973,0.9580419580419581,0.18881118881118883,0.34965034965034975,0.7342657342657343,0.7552447552447553,0.2870414350539557,0.007510762576467055,0.9982492424391941,-0.09354405051014394
duration,AAA,201107,12,0.8041958041958043,0.9790209790209792,0.04895104895104895,0.32867132867132864,-0.6503496503496504,-0.5664335664335665,0.2872339536224513,0.012599534616447479,1.0033303404039702,-0.15612154203248568
duration,AAA,201108,12,0.8251748251748254,0.8741258741258742,-0.3916083916083916,-0.0979020979020979,-0.2937062937062937,-0.5174825174825175,0.29160954416912976,0.014322628131297418,1.0037598893225748,-0.19791589962372655
duration,AAA,201109,12,0.8741258741258742,0.9160839160839163,-0.8041958041958043,-0.6083916083916086,-0.7132867132867133,-0.8531468531468532,0.2910313133152036,0.009458824301486563,0.9929105340609169,-0.1300042359977185
duration,AAA,201110,12,0.8111888111888113,0.8951048951048951,-0.8251748251748254,-0.7132867132867133,0.07692307692307693,-0.055944055944055944,0.29452426495164635,0.0026143235657566685,1.002027849112714,-0.11614822564232305
duration,AAA,201111,12,0.9090909090909092,0.8671328671328673,-0.7832167832167832,-0.6153846153846154,0.7552447552447553,0.5594405594405596,0.29597740988452026,-0.027159753872574716,0.9896311839186841,-0.1066543097218949
duration,AAA,201112,12,0.80910807093079,0.7880922768806397,-0.8111888111888113,-0.7202797202797203,-0.49650349650349657,-0.5034965034965035,0.2914308477082653,-0.03191405363882847,0.9778166726585629,-0.1661814162371739
duration,AAA,201201,12,0.965034965034965,0.7670764828304892,-0.8251748251748254,-0.651489615554662,0.5034965034965035,0.11558686727582713,0.2881060965521829,-0.051649477621803316,0.9858355238513693,-0.14532842163130877
duration,AAA,201202,12,0.8601398601398602,0.8811188811188813,-0.8181818181818183,-0.7692307692307694,0.27272727272727276,0.3216783216783217,0.2808820013644354,-0.07266448452286085,0.9827312089527385,-0.07338587264178173
duration,AAA,201203,12,0.8741258741258742,0.9860139860139862,-0.8111888111888113,-0.6223776223776225,0.8181818181818183,0.8181818181818183,0.2806693449715607,-0.10636651253021438,0.9860986527904098,-0.06649717388537475
duration,AAA,201204,12,0.7552447552447553,0.9370629370629372,-0.8041958041958043,-0.5944055944055945,-0.6713286713286714,-0.7832167832167832,0.27435005943878676,-0.09837667111327211,1.0000307529189918,-0.03758028545863115
duration,AAA,201205,12,0.8531468531468532,0.8671328671328673,-0.8811188811188813,-0.6083916083916086,-0.7482517482517484,-0.8391608391608393,0.27458687309936297,-0.0856800078214371,1.016033849878239,-0.037315790782840426
duration,AAA,201206,12,0.7762237762237763,0.8671328671328673,-0.9440559440559443,-0.7482517482517484,-0.055944055944055944,-0.2657342657342658,0.2746743787205518,-0.0771041845389222,1.0157915503721977,-0.004116924012804008
duration,AAA,201207,12,0.44755244755244755,0.5454545454545455,-0.9720279720279721,-0.7552447552447553,-0.4755244755244756,-0.7342657342657343,0.27621503904999745,-0.06611225391446421,1.018949726326268,-0.04148151532444411
duration,AAA,201208,11,0.8363636363636365,0.7545454545454545,-0.9363636363636365,-0.8636363636363636,0.10000000000000002,-0.10000000000000002,0.28173821399494176,-0.08452419271071071,1.0260439424521557,-0.09420885741122435
duration,AAA,201209,11,0.7636363636363637,0.8363636363636365,-0.9363636363636365,-0.7272727272727273,-0.7181818181818183,-0.5727272727272729,0.2857434708654892,-0.09076286811249995,1.0182755983165868,0.07424605571074007
duration,AAA,201210,11,0.7471545580282566,0.8246035061165515,-0.9454545454545454,-0.6818181818181819,0.6090909090909091,0.3090909090909091,0.28958682603176567,-0.10463932449255092,1.0065361142375764,0.01693123892754485
duration,AAA,201211,11,0.8181818181818182,0.9384990180111028,-0.9272727272727275,-0.6514823280368335,0.690909090909091,0.6287032256579232,0.2895523133295052,-0.11591970932058891,0.9994351176061745,-0.002605935735544921
duration,AAA,201212,13,0.8351648351648352,0.9945054945054945,-0.8626373626373626,-0.6758241758241759,0.08241758241758242,-0.054945054945054944,0.29249032621524684,-0.13897536361905527,1.0102037693553965,0.07098304964075255
duration,AAA,201301,13,0.8461538461538461,0.989010989010989,-0.8461538461538461,-0.6703296703296703,0.47802197802197804,0.35714285714285715,0.2962726019520409,-0.10087055155221779,1.0146587594939005,0.1648871615328677
duration,AAA,201302,13,0.8846153846153846,0.967032967032967,-0.901098901098901,-0.7307692307692307,0.4230769230769231,0.34615384615384615,0.29454169839070055,-0.09527792480457886,0.9956705917446055,-0.021667386032063276
duration,AAA,201303,13,0.8406593406593407,0.9615384615384615,-0.8956043956043955,-0.7692307692307693,0.20329670329670327,0.4175824175824176,0.29180501118853597,-0.08714431772000147,0.9983208099774364,-0.13069622670502282
duration,AAA,201304,13,0.8736263736263737,0.9505494505494506,-0.8901098901098902,-0.6978021978021978,-0.5054945054945055,-0.6483516483516483,0.280854740040638,-0.050750562245810586,0.9752835427815438,-0.06282686808029521
duration,AAA,201305,12,0.8321678321678322,0.9720279720279721,-0.8531468531468532,-0.7202797202797203,0.6223776223776225,0.6153846153846154,0.2680156457848104,-0.042968199285846595,0.9718497534021427,-0.1266272606121861
duration,AAA,201306,13,0.8571428571428571,0.9615384615384615,-0.42857142857142855,-0.2087912087912088,0.11538461538461539,0.21978021978021978,0.25687271605073214,-0.014809251152235746,0.9696262220928157,-0.10766241524129373
duration,AAA,201307,13,0.8791208791208791,0.9835164835164836,-0.03296703296703297,0.23626373626373626,0.5659340659340659,0.6208791208791209,0.24285056129629054,-0.015559941555237735,0.9508168810278009,-0.017619358599724882
duration,AAA,201308,13,0.8076923076923077,0.9340659340659341,0.09890109890109891,0.2747252747252747,0.6813186813186813,0.6098901098901099,0.23253188710778772,-0.0037279922990783015,0.9634323943925684,0.10397508918025508
duration,AAA,201309,13,0.8956043956043955,0.9395604395604396,0.33516483516483514,0.5659340659340659,0.7637362637362637,0.46703296703296704,0.22495269712580657,-0.009253762942991324,0.9700414028638333,0.03971828815860985
duration,AAA,201310,13,0.8461538461538461,0.9835164835164836,0.39010989010989006,0.6263736263736264,-0.07692307692307691,-0.09890109890109891,0.22763271977913838,0.0059625999248910395,1.015741146755282,-0.029209813030866935
duration,AAA,201311,13,0.8351648351648352,0.9615384615384615,0.3626373626373627,0.6153846153846153,0.22527472527472525,0.12087912087912088,0.22957661108208452,0.009724834022714615,1.0043375444629892,-0.0022424501603577826
duration,AAA,201312,13,0.7582417582417583,0.945054945054945,-0.054945054945054944,0.23626373626373626,-0.33516483516483514,-0.40659340659340654,0.22143813446059105,-0.021799480026459053,0.964627030361601,0.15892148832003397
duration,AAA,201401,18,0.9071207430340558,0.9463364293085655,0.05675954592363261,0.3952528379772961,0.6553147574819401,0.5789473684210527,0.21627700150879553,-0.02548388686249977,0.9761319593749382,0.05788681709777004
duration,AAA,201402,18,0.87203302373581,0.9876160990712075,0.21775025799793604,0.46955624355005166,0.6718266253869969,0.6738906088751291,0.19191984160092154,-0.035986260931615964,0.9183496771917923,-0.0370416735326041
duration,AAA,201403,18,0.8988648090815273,0.9752321981424149,0.1475748194014448,0.3787409700722394,0.4055727554179567,0.17647058823529413,0.1862101512770901,-0.026280356257074488,0.9053498117226337,-0.04336645554246789
duration,AAA,201404,19,0.9140350877192982,0.9964912280701754,0.3175438596491228,0.5508771929824561,0.8842105263157896,0.8578947368421052,0.17564522926039652,-0.05909432647097281,0.8754189199163439,-0.14666197852003401
duration,AAA,201405,18,0.8988648090815273,0.9731682146542827,0.20949432404540763,0.4984520123839009,0.7481940144478844,0.8059855521155831,0.1686641925517933,-0.0585962118953989,0.8811318742133504,-0.17786561787953623
duration,AAA,201406,18,0.9133126934984519,0.9607843137254902,0.2693498452012384,0.5521155830753354,0.43653250773993807,0.3126934984520124,0.1727054322033826,-0.04833385500888862,0.9311127483508476,-0.2659348171560679
duration,AAA,201407,18,0.9112487100103198,0.9793601651186791,0.0608875128998968,0.347781217750258,0.13725490196078433,0.17234262125902994,0.17602813007456186,-0.055922425161088626,0.9338085049249805,-0.31845512358238115
